m,b,t,c
14,5,435.6428571,0.001680721
14,5,254.2142857,0.000980765
14,5,5429.285714,0.020946318
14,5,10408.78571,0.040157352
14,5,1504.357143,0.005803847
14,6,3661.785714,0.01412726
14,6,39437.07143,0.152149195
14,6,170.5714286,0.000658069
14,6,348,0.001342593
14,6,1605,0.00619213
14,6,2030.285714,0.007832892
14,6,799.3571429,0.00308394
14,6,7094.357143,0.027370205
14,6,10494.21429,0.040486938
14,6,2746.857143,0.010597443
14,7,4395.714286,0.016958774
14,7,1401.928571,0.005408675
14,7,2163.285714,0.00834601
14,7,2796.857143,0.010790344
14,7,2999.214286,0.011571043
14,7,980.5,0.003782793
14,7,804.0714286,0.003102127
14,7,9876,0.038101852
14,7,2084.785714,0.008043155
14,7,4325.857143,0.016689264
14,8,5982.642857,0.023081184
14,8,5533.428571,0.021348104
14,8,351.9285714,0.001357749
14,8,4444.214286,0.017145888
14,8,1771.5,0.006834491
14,8,47.42857143,0.000182981
14,8,1497.785714,0.005778494
14,8,127.4285714,0.000491623
14,8,3459.928571,0.01334849
14,8,9800.285714,0.037809744
14,9,14452.28571,0.055757275
14,9,5581.142857,0.021532187
14,9,11979.07143,0.046215553
14,9,8246,0.031813272
14,9,5350.357143,0.02064181
14,9,3873.714286,0.014944885
14,9,11200.85714,0.043213183
14,9,10310.85714,0.039779541
14,9,7418.928571,0.02862241
14,9,1258.071429,0.004853671
14,10,6722.857143,0.025936949
14,10,331,0.001277006
14,10,7236,0.027916667
14,10,290.5714286,0.001121032
14,10,1106.071429,0.004267251
14,10,2594.5,0.010009645
14,10,9111.857143,0.03515377
14,10,15429.28571,0.059526565
14,10,3173,0.012241512
14,10,4624.142857,0.017840057
14,11,941.2142857,0.003631228
14,11,6405.5,0.024712577
14,11,16794.92857,0.064795249
14,11,3211.642857,0.012390597
14,11,7609.357143,0.029357088
14,11,187,0.000721451
14,11,437.0714286,0.001686232
14,11,4568.428571,0.01762511
14,11,2507.714286,0.009674824
14,11,1171.642857,0.004520227
14,12,5077.857143,0.019590498
14,12,6669.214286,0.025729993
14,12,11749.78571,0.045330963
14,12,652.9285714,0.002519015
14,12,77.5,0.000298997
14,12,9087.571429,0.035060075
14,12,4475.928571,0.017268243
14,12,5166.142857,0.019931107
14,12,2198.214286,0.008480765
14,12,3114.642857,0.012016369
14,13,3292.5,0.012702546
14,13,1200.428571,0.004631283
14,13,323.5714286,0.001248347
14,13,5913.571429,0.022814705
14,13,1709.357143,0.006594742
14,13,7487.428571,0.028886684
14,13,8167.928571,0.03151207
14,13,6526.857143,0.025180776
14,13,5736.214286,0.022130456
14,13,4328.428571,0.016699184
14,14,11913.14286,0.045961199
14,14,274.9285714,0.001060681
14,14,7108.071429,0.027423115
14,14,9244.928571,0.035667163
14,14,10195.57143,0.039334766
14,14,9743.214286,0.037589561
14,14,7271.928571,0.02805528
14,14,1252.785714,0.004833278
14,14,724.7857143,0.002796241
14,14,3766.142857,0.014529872
